Date,Series,Value
5/2/22,DW,0
5/3/22,DW,9.2511
5/4/22,DW,13.0817
5/5/22,DW,12.1176
5/6/22,DW,12.876
5/7/22,DW,7.859
5/8/22,DW,10.0591
5/9/22,DW,11.9359
5/10/22,DW,10.3644
5/11/22,DW,10.4571
5/12/22,DW,14.0983
5/13/22,DW,13.2942
5/14/22,DW,10.4553
5/15/22,DW,7.7454
5/16/22,DW,8.8063
5/17/22,DW,7.6343
5/18/22,DW,7.8168
5/19/22,DW,10.485
5/20/22,DW,9.3632
5/21/22,DW,3.8576
5/22/22,DW,6.6371
5/23/22,DW,10.7463
5/24/22,DW,11.9504
5/25/22,DW,7.0655
5/26/22,DW,11.4122
5/27/22,DW,8.5709
5/28/22,DW,4.6912
5/29/22,DW,5.6507
5/30/22,DW,7.2365
5/31/22,DW,8.8442
6/1/22,DW,12.404
6/2/22,DW,10.3245
6/3/22,DW,12.0282
6/4/22,DW,5.5081
6/5/22,DW,5.443
6/6/22,DW,6.5179
6/7/22,DW,8.8757
6/8/22,DW,10.2273
6/9/22,DW,11.8794
6/10/22,DW,8.4806
6/11/22,DW,6.5969
6/12/22,DW,6.4491
6/13/22,DW,7.2945
6/14/22,DW,6.8195
6/15/22,DW,8.823
6/16/22,DW,16.3658
6/17/22,DW,13.3939
6/18/22,DW,4.944
6/19/22,DW,4.3633
6/20/22,DW,7.1877
6/21/22,DW,8.7847
6/22/22,DW,10.2625
6/23/22,DW,14.3177
6/24/22,DW,12.0881
6/25/22,DW,7.1386
6/26/22,DW,9.4242
6/27/22,DW,10.6316
6/28/22,DW,10.2161
6/29/22,DW,7.9173
6/30/22,DW,10.6885
7/1/22,DW,8.722
7/2/22,DW,7.4327
7/3/22,DW,6.9804
7/4/22,DW,6.8708
7/5/22,DW,6.3563
7/6/22,DW,7.6089
7/7/22,DW,10.8289
7/8/22,DW,7.4103
7/9/22,DW,4.7854
7/10/22,DW,2.0513
7/11/22,DW,5.9468
7/12/22,DW,7.6369
7/13/22,DW,5.8249
7/14/22,DW,6.0016
7/15/22,DW,6.277
7/16/22,DW,3.7398
7/17/22,DW,3.1287
7/18/22,DW,5.9824
7/19/22,DW,6.4853
7/20/22,DW,4.6685
7/21/22,DW,8.6136
7/22/22,DW,6.4791
7/23/22,DW,6.0606
7/24/22,DW,4.5391
7/25/22,DW,6.8911
7/26/22,DW,5.1846
7/27/22,DW,5.5643
7/28/22,DW,10.8342
7/29/22,DW,7.446
7/30/22,DW,5.8396
7/31/22,DW,3.925
8/1/22,DW,5.5622
8/2/22,DW,7.5785
8/3/22,DW,5.3242
8/4/22,DW,4.0063
8/5/22,DW,3.5679
8/6/22,DW,2.9017
8/7/22,DW,2.4414
8/8/22,DW,3.5848
8/9/22,DW,3.1176
8/10/22,DW,7.2617
8/11/22,DW,11.0414
8/12/22,DW,3.1115
8/13/22,DW,1.3306
8/14/22,DW,0.9447
8/15/22,DW,1.0784
8/16/22,DW,1.6349
8/17/22,DW,2.3425
8/18/22,DW,7.2763
8/19/22,DW,9.7743
8/20/22,DW,4.5069
8/21/22,DW,3.0206
8/22/22,DW,5.8351
8/23/22,DW,7.5172
8/24/22,DW,11.3049
8/25/22,DW,9.5895
8/26/22,DW,8.5552
8/27/22,DW,3.6697
8/28/22,DW,1.2162
8/29/22,DW,5.7014
8/30/22,DW,5.3096
8/31/22,DW,3.7378
9/1/22,DW,8.5337
9/2/22,DW,6.77
9/3/22,DW,3.7263
9/4/22,DW,2.5514
9/5/22,DW,2.1949
9/6/22,DW,4.1569
9/7/22,DW,6.1176
9/8/22,DW,8.3121
9/9/22,DW,1.5375
9/10/22,DW,3.2258
9/11/22,DW,3.1182
9/12/22,DW,3.7517
9/13/22,DW,3.9585
9/14/22,DW,6.5448
9/15/22,DW,11.05
9/16/22,DW,9.8016
9/17/22,DW,4.2153
9/18/22,DW,2.8566
9/19/22,DW,2.6782
9/20/22,DW,7.2974
9/21/22,DW,10.5855
9/22/22,DW,9.8302
9/23/22,DW,9.4565
9/24/22,DW,5.9894
9/25/22,DW,5.8777
9/26/22,DW,4.3197
9/27/22,DW,6.5277
9/28/22,DW,7.818
9/29/22,DW,7.8292
9/30/22,DW,8.9538
10/1/22,DW,4.5481
10/2/22,DW,2.9586
10/3/22,DW,4.9795
10/4/22,DW,5.8073
10/5/22,DW,6.4206
10/6/22,DW,8.0538
10/7/22,DW,6.9087
10/8/22,DW,6.2093
10/9/22,DW,5.2823
10/10/22,DW,9.8338
10/11/22,DW,13.8583
10/12/22,DW,9.7326
10/13/22,DW,13.8033
10/14/22,DW,7.2051
10/15/22,DW,3.6833
10/16/22,DW,2.3763
10/17/22,DW,4.7349
10/18/22,DW,5.2264
10/19/22,DW,9.2305
10/20/22,DW,12.4438
10/21/22,DW,7.1092
10/22/22,DW,5
10/23/22,DW,2.9986
10/24/22,DW,5.4669
10/25/22,DW,10.4287
10/26/22,DW,6.473
10/27/22,DW,6.9567
10/28/22,DW,7.2635
10/29/22,DW,4.3248
10/30/22,DW,2.6024
10/31/22,DW,3.6029
11/1/22,DW,0.9465
11/2/22,DW,0
11/3/22,DW,6.3813
11/4/22,DW,5.462
11/5/22,DW,2.2388
11/6/22,DW,3.6435
11/7/22,DW,4.3512
11/8/22,DW,4.324
11/9/22,DW,3.8591
11/10/22,DW,6.1621
11/11/22,DW,5.0864
11/12/22,DW,5.202
11/13/22,DW,3.1238
11/14/22,DW,4.5589
11/15/22,DW,5.4875
11/17/21,FOXNEWS,0
11/18/21,FOXNEWS,0.0236
11/19/21,FOXNEWS,0.0447
11/20/21,FOXNEWS,0.0465
11/21/21,FOXNEWS,0.0238
11/22/21,FOXNEWS,0.3139
11/23/21,FOXNEWS,0.4314
11/24/21,FOXNEWS,0.6544
11/25/21,FOXNEWS,0.2719
11/26/21,FOXNEWS,0.6341
11/27/21,FOXNEWS,1.4647
11/28/21,FOXNEWS,0.3689
11/29/21,FOXNEWS,0.164
11/30/21,FOXNEWS,0.3837
12/1/21,FOXNEWS,0.184
12/2/21,FOXNEWS,0.5002
12/3/21,FOXNEWS,1.0653
12/4/21,FOXNEWS,1.0743
12/5/21,FOXNEWS,1.2911
12/6/21,FOXNEWS,3.8363
12/7/21,FOXNEWS,6.1297
12/8/21,FOXNEWS,4.2874
12/9/21,FOXNEWS,1.6803
12/10/21,FOXNEWS,1.0204
12/11/21,FOXNEWS,0.5052
12/12/21,FOXNEWS,0.6702
12/13/21,FOXNEWS,0.3715
12/14/21,FOXNEWS,0.3761
12/15/21,FOXNEWS,0.2593
12/16/21,FOXNEWS,0.4718
12/17/21,FOXNEWS,0.1842
12/18/21,FOXNEWS,0.5881
12/19/21,FOXNEWS,0.5674
12/20/21,FOXNEWS,0.5023
12/21/21,FOXNEWS,0.0491
12/22/21,FOXNEWS,0.395
12/23/21,FOXNEWS,0.386
12/24/21,FOXNEWS,0.8975
12/25/21,FOXNEWS,0.4003
12/26/21,FOXNEWS,0.8895
12/27/21,FOXNEWS,1.3739
12/28/21,FOXNEWS,0.0994
12/29/21,FOXNEWS,0.3913
12/30/21,FOXNEWS,2.7546
12/31/21,FOXNEWS,2.6716
1/1/22,FOXNEWS,1.0641
